127.0.0.1 - - [22/Mar/2024:09:08:14 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:14 +0900] "GET /GitProject/WEB-INF/Views/input.jsp HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:24 +0900] "GET /GitProject/fitjoin.do HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:24 +0900] "GET /GitProject/assets/js/join_login.js HTTP/1.1" 200 2506
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:24 +0900] "GET /GitProject/assets/css/join.css HTTP/1.1" 200 4937
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:24 +0900] "GET /GitProject/assets/js/change_join_login.js HTTP/1.1" 200 9863
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:24 +0900] "GET /GitProject/assets/images/join.jpg HTTP/1.1" 200 23153688
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:27 +0900] "GET /GitProject/assets/css/login.css HTTP/1.1" 200 4375
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:27 +0900] "GET /GitProject/assets/img/join.jpg HTTP/1.1" 404 849
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:33 +0900] "GET /GitProject/assets/css/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:33 +0900] "GET /GitProject/assets/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:41 +0900] "GET /GitProject/assets/css/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:41 +0900] "GET /GitProject/assets/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:47 +0900] "POST /GitProject/Login.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:47 +0900] "GET /GitProject/fitjoin.do HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:47 +0900] "GET /GitProject/assets/js/join_login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:47 +0900] "GET /GitProject/assets/js/change_join_login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:49 +0900] "GET /GitProject/assets/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:08:49 +0900] "GET /GitProject/assets/img/join.jpg HTTP/1.1" 404 849
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "POST /GitProject/Login.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/fitindex.do HTTP/1.1" 200 41378
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/vendors/flag-icon-css/css/flag-icon.min.css HTTP/1.1" 200 33962
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/vendors/mdi/css/materialdesignicons.min.css HTTP/1.1" 200 163363
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/vendors/css/vendor.bundle.base.css HTTP/1.1" 200 2714
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/vendors/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31004
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/vendors/jquery-bar-rating/css-stars.css HTTP/1.1" 200 870
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/css/demo_1/style.css HTTP/1.1" 200 508453
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/js/vendor.bundle.base.js HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/images/logo.png HTTP/1.1" 200 4919
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/images/faces/face1.jpg HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/images/logo-mini.png HTTP/1.1" 200 4355
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/images/logo-mini.png HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/images/dashboard/img_1.jpg HTTP/1.1" 200 15463
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/jquery-bar-rating/jquery.barrating.min.js HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/chart.js/Chart.min.js HTTP/1.1" 404 855
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/flot/jquery.flot.js HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/flot/jquery.flot.categories.js HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/flot/jquery.flot.fillbetween.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/flot/jquery.flot.resize.js HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/vendors/flot/jquery.flot.stack.js HTTP/1.1" 404 859
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/js/jquery.cookie.js HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/js/off-canvas.js HTTP/1.1" 404 838
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/js/hoverable-collapse.js HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/js/settings.js HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/js/misc.js HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/js/todolist.js HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /assets/js/dashboard.js HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/images/dashboard/img_2.jpg HTTP/1.1" 200 17321
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/images/dashboard/img_3.jpg HTTP/1.1" 200 64216
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/images/faces/face3.jpg HTTP/1.1" 200 15550
0:0:0:0:0:0:0:1 - - [22/Mar/2024:09:09:01 +0900] "GET /GitProject/assets/images/faces/face2.jpg HTTP/1.1" 200 13360
